loc	anim	additive	animate	set	animateColor	animateTransform
GlyphRefElementHrefAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
TextPathElementHrefAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TRefElementHrefAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
AltGlyphElementYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
GlyphRefElementYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
TextElementYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TSpanElementYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
ForeignObjectElementHeightAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
ForeignObjectElementWidthAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
ForeignObjectElementXAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
ForeignObjectElementYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
ColorProfileElementLocalAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ColorProfileElementNameAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ColorProfileElementRenderingIntentAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ColorProfileElementHrefAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MarkerHeightAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
MarkerUnitsAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
MarkerWidthAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
OrientAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
MarkerElementRefXAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
MarkerElementRefYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
PreserveAspectRatioAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TransformAttribute	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
ViewBoxAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
AElementTargetAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
ViewElementViewTargetAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
AElementXLinkActuateAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
XLinkActuateAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
XLinkArcRoleAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
AElementXLinkHrefAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
XLinkRoleAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
XLinkShowAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
XLinkTitleAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
XLinkTypeAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CursorElementXAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
CursorElementHrefAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
CursorElementYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
ZoomAndPanAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FilterPrimitiveIn1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIn2Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
AltGlyphElementDXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
AltGlyphElementDXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
AltGlyphElementXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
AltGlyphElementXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
CircleElementCXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
CircleElementCXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
CursorElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
CursorElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
EllipseElementCXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
EllipseElementCXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
EllipseElementRXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
EllipseElementRXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN1Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN12Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN12Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN12Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN12Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN12Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveIN12Attribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FilterPrimitiveXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
FontElementHORIZORIGINXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FontElementHORIZORIGINXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FontElementVERTORIGINXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FontElementVERTORIGINXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ForeignObjectElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
ForeignObjectElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
ForeignObjectElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
ForeignObjectElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
GlyphElementVERTORIGINXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GlyphElementVERTORIGINXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GlyphElementVERTORIGINXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GlyphElementVERTORIGINXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GlyphRefElementDXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GlyphRefElementDXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GlyphRefElementXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GlyphRefElementXYAttribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HKernElementG12Attribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HKernElementG12Attribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HKernElementG12Attribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HKernElementG12Attribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HKernElementU12Attribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HKernElementU12Attribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HKernElementU12Attribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HKernElementU12Attribute	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ImageElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
ImageElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
ImageElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
ImageElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LineElementX12Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LineElementX12Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LineElementXY1Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LineElementXY1Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LineElementXY2Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LineElementXY2Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LineElementY12Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LineElementY12Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LinearGradientElementX12Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LinearGradientElementX12Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LinearGradientElementXY1Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LinearGradientElementXY1Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LinearGradientElementXY2Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LinearGradientElementXY2Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LinearGradientElementY12Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
LinearGradientElementY12Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
MarkerElementREFXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
MarkerElementREFXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
MaskElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
MaskElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
MaskElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
MaskElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
PatternElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
PatternElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
PatternElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
PatternElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RadialGradientElementCXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RadialGradientElementCXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RadialGradientElementFXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RadialGradientElementFXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RectElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RectElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RectElementRXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RectElementRXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RectElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RectElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
SVGElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
SVGElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
SVGElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
SVGElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
TSpanElementDXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TSpanElementDXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TSpanElementDXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TSpanElementDXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TSpanElementXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TSpanElementXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TSpanElementXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TSpanElementXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TextElementDXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TextElementDXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TextElementXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
TextElementXYAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
UseElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
UseElementWHAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
UseElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
UseElementXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feCompositeK1234Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feCompositeK1234Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feCompositeK1234Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feCompositeK1234Attribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feConvolveMatrixElementTARGETXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feConvolveMatrixElementTARGETXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feOffsetDXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feOffsetDXYAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
fePointLightXYZAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
fePointLightXYZAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
fePointLightXYZAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feSpotLightPOINTSATXYZAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feSpotLightPOINTSATXYZAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feSpotLightPOINTSATXYZAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feSpotLightXYZAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feSpotLightXYZAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
feSpotLightXYZAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
alignment-baseline-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
baseline-shift-presentationAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
clip-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
clip-path-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
clip-rule-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
color-presentationAttribute	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
color-interpolation-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
color-interpolation-filters-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
color-profile-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
color-rendering-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
cursor-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
direction-presentationAttribute	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
display-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
dominant-baseline-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
enable-background-presentationAttribute	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
fill-presentationAttribute	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
fill-opacity-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
fill-rule-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
filter-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
flood-color-presentationAttribute	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
flood-opacity-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
font-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
font-family-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
font-size-presentationAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
font-size-adjust-presentationAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
font-stretch-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
font-style-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
font-variant-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
font-weight-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
glyph-orientation-horizontal-presentationAttribute	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
glyph-orientation-vertical-presentationAttribute	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
image-rendering-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
kerning-presentationAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
letter-spacing-presentationAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
lighting-color-presentationAttribute	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
marker-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
marker-endmarker-midmarker-start-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
mask-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
opacity-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
overflow-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
pointer-events-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
shape-rendering-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
stop-color-presentationAttribute	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
stop-opacity-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
stroke-presentationAttribute	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
stroke-dasharray-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
stroke-dashoffset-presentationAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
stroke-linecap-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
stroke-linejoin1-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
stroke-miterlimit-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
stroke-opacity-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
stroke-width-presentationAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
text-anchor-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
text-decoration-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
text-rendering-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
unicode-bidi-presentationAttribute	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
visibility-presentationAttribute	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
word-spacing-presentationAttribute	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
writing-mode-presentationAttribute	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
